email,password_hash,full_name,role,avatar_url,is_active,department,institution_id,created_at,updated_at,batch,class,branch
riddhi.janakiraman@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Riddhi Janakiraman,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,BBA
rimjhim.jaswal@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rimjhim Jaswal,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,BBA
rina.javeri@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rina Javeri,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,BBA
rini.jayaraman@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rini Jayaraman,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,BBA
rishika.jedge@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rishika Jedge,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,BBA
ritu.jha@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Ritu Jha,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,BBA
riya.jhingan@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Riya Jhingan,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,BBA
rohan.johar@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rohan Johar,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,BBA
rohini.joglekar@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rohini Joglekar,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,BBA
rohit.joseph@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rohit Joseph,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
ronit.juneja@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Ronit Juneja,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
roopa.jolly@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Roopa Jolly,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,BBA
roshan.kadam@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Roshan Kadam,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
roshni.joshi@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Roshni Joshi,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
ruchi.kadambi@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Ruchi Kadambi,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
rudra.kak@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rudra Kak,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
rupal.kagal@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Rupal Kagal,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
sachin.kale@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sachin Kale,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
sadhana.kakkar@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sadhana Kakkar,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
sagar.kalyani@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sagar Kalyani,faculty,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,,B.Sc. Biochem
sahil.kamble@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sahil Kamble,faculty,,t,B.E. CSE,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,,B.E. CSE
saisha.kalita@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Saisha Kalita,student,,t,BBA,f459595a-a240-448d-a071-93baf224cbb2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,BBA
sakshi.kamath@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sakshi Kamath,faculty,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,,M.Sc. Maths
saloni.kanda@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Saloni Kanda,faculty,,t,M.Tech. DS,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,,M.Tech. DS
samaira.kangle@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Samaira Kangle,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
samarth.kapadia@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Samarth Kapadia,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sameer.kane@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sameer Kane,faculty,,t,BBA,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,,BBA
samir.kant@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Samir Kant,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sampada.kanwal@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sampada Kanwal,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sanchita.kapoor@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sanchita Kapoor,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sandeep.karanth@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sandeep Karanth,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sandesh.kapur@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sandesh Kapur,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sandhya.kar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sandhya Kar,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sangeeta.karlekar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sangeeta Karlekar,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sania.karnad@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sania Karnad,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sanjana.karpe@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sanjana Karpe,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sanjay.karmakar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sanjay Karmakar,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,B.Sc. Biochem
sanjeev.karnik@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sanjeev Karnik,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sanjoli.kasturirangan@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sanjoli Kasturirangan,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
santosh.kashyap@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Santosh Kashyap,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sapna.kataria@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sapna Kataria,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sarala.kathuria@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sarala Kathuria,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sarang.kasliwal@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sarang Kasliwal,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
sarika.kaul@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sarika Kaul,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
sarita.kaushik@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sarita Kaushik,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
saroj.kelkar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Saroj Kelkar,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
sarvesh.katewa@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sarvesh Katewa,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
satish.katju@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Satish Katju,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,B.Sc. Biochem
satyendra.kaur@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Satyendra Kaur,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
saujanya.kesavan@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Saujanya Kesavan,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
saumya.ketkar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Saumya Ketkar,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
saurabh.kazi@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Saurabh Kazi,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
savita.khaitan@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Savita Khaitan,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
seema.khandekar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Seema Khandekar,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
shailendra.kelshikar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shailendra Kelshikar,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
shailesh.keshari@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shailesh Keshari,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
shakti.kewalramani@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shakti Kewalramani,student,,t,B.Sc. Biochem,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,,B.Sc. Biochem
shalini.khare@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shalini Khare,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
shankar.khan@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shankar Khan,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
shantanu.khanna@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shantanu Khanna,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
sharad.khasnobis@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sharad Khasnobis,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
sharmila.khemka@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sharmila Khemka,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
sharon.khopkar@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sharon Khopkar,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
shashank.khilnani@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shashank Khilnani,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
shashi.khorana@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shashi Khorana,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,,M.Sc. Maths
sheetal.khosla@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Sheetal Khosla,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,M.Sc. Maths
shefali.khurana@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shefali Khurana,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,M.Sc. Maths
shekhar.khote@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shekhar Khote,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,M.Sc. Maths
shikha.kini@mcc.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Shikha Kini,student,,t,M.Sc. Maths,2cb67d42-3181-4e43-b7ea-0897c9433509,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,,M.Sc. Maths
